Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; Friedl, M; ",Measurement of the Lambda (0)(b) lifetime in pp collisions at root s= 7 TeV,JOURNAL OF HIGH ENERGY PHYSICS,,7,,2013,"SPRINGER 233 SPRING ST, NEW YORK, NY 10013 USA"
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Interpretation of searches for supersymmetry with simplified models,Physical Review D,88,5,052017,2013,American Physical Society
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ","Search for new physics in events with photons, jets, and missing transverse energy in pp collisions at root s= 7 TeV",JOURNAL OF HIGH ENERGY PHYSICS,,3,,2013,"SPRINGER 233 SPRING ST, NEW YORK, NY 10013 USA"
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Ujvari, Balazs; Ozturk, Sertac; Polatoz, Ayse; ",Measurement of the top-quark mass in $ t\ bar {t} $ events with lepton+ jets final states in pp collisions at $\ sqrt {s} $= 7 TeV,,,,,2012,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Ujvari, Balazs; Ozturk, Sertac; Polatoz, Ayse; ",Search for Z'resonances decaying to $ t\ bar {t} $ in dilepton+ jets final states in pp collisions at $\ sqrt {s} $= 7 TeV,,,,,2012,
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for Z′ resonances decaying to t t¯ in dilepton+ jets final states in p p collisions at s= 7 TeV,Physical Review D,87,7,072002,2013,American Physical Society
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Observation of Sequential gamma Suppression in PbPb Collisions,PHYSICAL REVIEW LETTERS,109,22,,2012,
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Arisawa, T; ",Search for resonant production of tt̅ pairs in 4.8 fb [superscript-1] of integrated luminosity of pp̅ collisions at√ s= 1.96 TeV,,,,,2011,American Physical Society (APS)
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, MG; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ",Search for $ B_ s^ 0\ to\ mu^+ mu^-$ and $ B^ 0\ to\ mu^+ mu^-$ Decays with 2fb $^{-1} $ of $ p\ bar {p} $ Collisions,Physical Review Letters,100,,,2008,
"Aaltonen, T; Adelman, J; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; ",Search for a Two-Higgs-Boson Doublet Using a Simplified Model in p p¯ Collisions at s= 1.96 TeV,Physical Review Letters,110,12,121801,2013,American Physical Society
"Chen, YC; Hou, S; Mitra, A; Teng, PK; Tsai, SY; Wang, SM; Blair, RE; Byrum, KL; LeCompte, T; Nodulman, L; ",Search for exclusive Z-boson production and observation of high-mass pp̄→ pγγp̄→ pl+ l-p̄ events in pp̄ collisions at s= 1.96 TeV,Physical Review Letters,102,22,,2009,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ","Search for new physics in events with photons, jets, and missing transverse energy in pp collisions at\ sqrt {s}= 7 TeV",Journal of High Energy Physics,2013,3,1-51,2013,Springer-Verlag
"Collaboration, CDF; Aaltonen, T; Gonzálezv, BÁ; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; ",Search for a Heavy Top-Like Quark in p\ bar {p} Collisions at {\ surd} s= 1.96 TeV,"Phys. Rev. Lett. 107, 261801 (2011)",,,,2011,
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Ero, J; Fabjan, C; ","Search for a narrow, spin-2 resonance decaying to a pair of Z bosons in the qq (bar) ℓ+ ℓ-final state",Physics Letters,,,,2013,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Studies of jet mass in dijet and W/Z+ jet events,Journal of High Energy Physics,2013,5,1-50,2013,Springer-Verlag
